,time,MPL,MOAS_prefix_num,MOAS_AS,MOAS,new_MOAS,MOAS_num,withdraw_num,peer_increase,peer_num,new_prefix_num,MOAS_Ann_num,own_Ann_num,new_sub_prefix,Victim_AS,Diff_Ann,duplicate_ann,withdraw_unique_prefix_num,withdraw_unique_prefix,diff_3,diff_2,diff_4,label_0,label_1,label_2,label_3,len_path8,len_path7,len_path9,len_path11,len_path12,ann_shorter_1,ann_longer_1,len_path14,ann_longer_3,diff_1,ann_shorter_3,len_path6,len_path4,ann_shorter_2,ann_longer_2,diff_6,diff_5,len_path10,ann_longer_0,ann_shorter_4,ann_longer_4,len_path5,len_path13,diff_7,ann_shorter_5,ann_longer_5,diff_8,ann_shorter_7,diff_10,ann_longer_6,ann_shorter_6,diff_9,len_path15
1587746700.0,2020-04-24 16:45:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587746760.0,2020-04-24 16:46:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,9,set(),24309,3,6,0,set(),,1.0,1.0,0,0,0,0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587746820.0,2020-04-24 16:47:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,45,set(),24309,7,38,0,set(),2.0,1.0,2.0,0,0,0,0,3.0,2.0,1.0,1.0,,2.0,3.0,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
1587746880.0,2020-04-24 16:48:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587746940.0,2020-04-24 16:49:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,13,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587747000.0,2020-04-24 16:50:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587747060.0,2020-04-24 16:51:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747120.0,2020-04-24 16:52:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,83,set(),24309,8,75,0,set(),3.0,1.0,2.0,0,0,0,0,3.0,2.0,1.0,,,2.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
1587747180.0,2020-04-24 16:53:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,13,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587747240.0,2020-04-24 16:54:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747300.0,2020-04-24 16:55:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747360.0,2020-04-24 16:56:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,126,set(),24309,9,117,0,set(),3.0,1.0,3.0,0,0,0,0,4.0,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
1587747420.0,2020-04-24 16:57:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,13,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587747480.0,2020-04-24 16:58:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747540.0,2020-04-24 16:59:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587747600.0,2020-04-24 17:00:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,13,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747660.0,2020-04-24 17:01:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,68,set(),24309,5,63,0,set(),2.0,1.0,2.0,0,0,0,0,2.0,2.0,1.0,,,1.0,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
1587747720.0,2020-04-24 17:02:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,19,set(),24309,1,18,0,set(),1.0,,,0,0,0,0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747780.0,2020-04-24 17:03:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747840.0,2020-04-24 17:04:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747900.0,2020-04-24 17:05:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587747960.0,2020-04-24 17:06:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748020.0,2020-04-24 17:07:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,6,set(),24309,3,3,0,set(),1.0,1.0,1.0,0,0,0,0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748080.0,2020-04-24 17:08:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748140.0,2020-04-24 17:09:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748200.0,2020-04-24 17:10:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748260.0,2020-04-24 17:11:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,37,set(),24309,4,33,0,set(),1.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587748320.0,2020-04-24 17:12:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748380.0,2020-04-24 17:13:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748440.0,2020-04-24 17:14:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587748500.0,2020-04-24 17:15:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587748560.0,2020-04-24 17:16:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,13,0,0,35,set(),24309,5,30,1,{'49.205.84.0/22'},2.0,1.0,1.0,0,0,0,0,2.0,2.0,1.0,,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
1587748620.0,2020-04-24 17:17:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587748680.0,2020-04-24 17:18:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,13,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587748740.0,2020-04-24 17:19:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,1,14,0,0,12,set(),24309,5,6,1,{'49.205.84.0/22'},1.0,1.0,2.0,0,0,0,0,1.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
1587748800.0,2020-04-24 17:20:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,63,set(),24309,8,55,0,set(),2.0,3.0,3.0,0,0,0,0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
1587748860.0,2020-04-24 17:21:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,1.0,,0,0,0,0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
1587748920.0,2020-04-24 17:22:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,8,set(),24309,2,6,0,set(),,1.0,1.0,0,0,0,0,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
1587748980.0,2020-04-24 17:23:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,2,0,0,set(),,1.0,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
1587749040.0,2020-04-24 17:24:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749100.0,2020-04-24 17:25:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,37,set(),24309,6,31,0,set(),1.0,1.0,3.0,0,0,0,0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749160.0,2020-04-24 17:26:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749220.0,2020-04-24 17:27:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,14,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587749280.0,2020-04-24 17:28:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587749340.0,2020-04-24 17:29:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,6,set(),24309,4,2,0,set(),1.0,,2.0,0,0,0,0,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749400.0,2020-04-24 17:30:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,14,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749460.0,2020-04-24 17:31:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587749520.0,2020-04-24 17:32:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587749580.0,2020-04-24 17:33:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587749640.0,2020-04-24 17:34:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,42,set(),24309,5,37,0,set(),2.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749700.0,2020-04-24 17:35:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587749760.0,2020-04-24 17:36:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587749820.0,2020-04-24 17:37:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,14,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587749880.0,2020-04-24 17:38:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587749940.0,2020-04-24 17:39:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587750000.0,2020-04-24 17:40:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,2,0,0,set(),,,1.0,0,0,0,0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1587750060.0,2020-04-24 17:41:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587750120.0,2020-04-24 17:42:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,14,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587750180.0,2020-04-24 17:43:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587750240.0,2020-04-24 17:44:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587750300.0,2020-04-24 17:45:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,8,set(),24309,4,4,0,set(),1.0,1.0,2.0,0,0,0,0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587750360.0,2020-04-24 17:46:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,14,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587750420.0,2020-04-24 17:47:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,2,16,0,0,180,set(),24309,19,159,0,set(),1.0,4.0,3.0,0,0,0,0,3.0,6.0,6.0,1.0,,5.0,3.0,,,8.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,
1587750480.0,2020-04-24 17:48:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,16,0,0,72,set(),24309,26,46,1,{'49.205.84.0/22'},5.0,6.0,10.0,0,0,0,0,3.0,6.0,8.0,1.0,,2.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,6.0,1.0,,,4.0,,,1.0,,,1.0,,,,,,,,
1587750540.0,2020-04-24 17:49:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,59,set(),24309,22,37,0,set(),3.0,6.0,13.0,0,0,0,0,5.0,1.0,10.0,1.0,,1.0,1.0,,3.0,,3.0,5.0,,4.0,4.0,,,,6.0,,,,,,,,,,,,,,
1587750600.0,2020-04-24 17:50:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,116,set(),24309,24,92,0,set(),2.0,5.0,8.0,0,0,0,0,2.0,5.0,5.0,2.0,,2.0,5.0,,2.0,5.0,4.0,6.0,2.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,,,1.0,1.0,,,,,
1587750660.0,2020-04-24 17:51:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,85,set(),24309,29,56,0,set(),,5.0,16.0,0,0,0,0,1.0,5.0,9.0,,,2.0,4.0,,4.0,6.0,8.0,11.0,2.0,4.0,4.0,2.0,,,1.0,,,1.0,,,,2.0,,,,,,,
1587750720.0,2020-04-24 17:52:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,84,set(),24309,50,34,0,set(),2.0,15.0,26.0,0,0,0,0,10.0,1.0,19.0,1.0,,1.0,5.0,1.0,5.0,4.0,8.0,14.0,4.0,6.0,12.0,2.0,1.0,,10.0,1.0,,,,,1.0,1.0,,,,,,,
1587750780.0,2020-04-24 17:53:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,20,set(),24309,17,3,0,set(),2.0,1.0,13.0,0,0,0,0,1.0,,8.0,1.0,,1.0,1.0,,6.0,,7.0,6.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
1587750840.0,2020-04-24 17:54:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,16,0,0,6,set(),24309,4,2,1,{'49.205.84.0/22'},1.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587750900.0,2020-04-24 17:55:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587750960.0,2020-04-24 17:56:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,16,0,0,7,set(),24309,2,5,0,set(),,1.0,1.0,0,0,0,0,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
1587751020.0,2020-04-24 17:57:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,1,17,0,0,296,set(),24309,17,278,1,{'49.205.84.0/22'},3.0,5.0,2.0,0,0,0,0,7.0,3.0,3.0,1.0,,3.0,3.0,,,2.0,3.0,1.0,1.0,1.0,,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,,,,,,,
1587751080.0,2020-04-24 17:58:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751140.0,2020-04-24 17:59:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587751200.0,2020-04-24 18:00:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,8,set(),24309,5,3,0,set(),1.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587751260.0,2020-04-24 18:01:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,17,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751320.0,2020-04-24 18:02:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587751380.0,2020-04-24 18:03:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587751440.0,2020-04-24 18:04:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587751500.0,2020-04-24 18:05:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,64,set(),24309,6,58,0,set(),2.0,1.0,2.0,0,0,0,0,2.0,2.0,1.0,1.0,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
1587751560.0,2020-04-24 18:06:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587751620.0,2020-04-24 18:07:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751680.0,2020-04-24 18:08:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,17,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587751740.0,2020-04-24 18:09:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751800.0,2020-04-24 18:10:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587751860.0,2020-04-24 18:11:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,8,set(),24309,6,2,0,set(),2.0,1.0,3.0,0,0,0,0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751920.0,2020-04-24 18:12:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587751980.0,2020-04-24 18:13:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,17,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587752040.0,2020-04-24 18:14:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587752100.0,2020-04-24 18:15:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,17,0,0,4,set(),24309,3,1,0,set(),1.0,,1.0,0,0,0,0,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1587752160.0,2020-04-24 18:16:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,1,18,0,0,59,set(),24309,3,55,1,{'49.205.84.0/22'},,1.0,1.0,0,0,0,0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587752220.0,2020-04-24 18:17:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,18,0,0,137,set(),24309,17,120,0,set(),4.0,4.0,2.0,0,0,0,0,7.0,3.0,1.0,,,2.0,4.0,,2.0,4.0,2.0,2.0,,4.0,1.0,,3.0,1.0,1.0,,,3.0,,,,1.0,,,,,,,
1587752280.0,2020-04-24 18:18:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,18,0,0,3,set(),24309,2,1,0,set(),,,2.0,0,0,0,0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
1587752340.0,2020-04-24 18:19:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,18,0,0,130,set(),24309,20,110,0,set(),9.0,2.0,2.0,0,0,0,0,8.0,,7.0,1.0,,2.0,8.0,,,3.0,3.0,3.0,,2.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
1587752400.0,2020-04-24 18:20:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,18,0,0,36,set(),24309,9,27,0,set(),6.0,,2.0,0,0,0,0,4.0,1.0,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
1587752460.0,2020-04-24 18:21:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,18,0,0,3,set(),24309,2,1,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
