,time,MPL,MOAS_prefix_num,MOAS_AS,MOAS,new_MOAS,MOAS_num,withdraw_num,peer_increase,peer_num,new_prefix_num,MOAS_Ann_num,own_Ann_num,new_sub_prefix,Victim_AS,Diff_Ann,duplicate_ann,withdraw_unique_prefix_num,withdraw_unique_prefix,diff_3,diff_2,diff_4,label_0,label_1,label_2,label_3,len_path8,len_path7,len_path9,len_path11,len_path12,ann_shorter_1,ann_longer_1,len_path14,ann_longer_3,diff_1,ann_shorter_3,len_path6,len_path4,ann_shorter_2,ann_longer_2,diff_6,diff_5,len_path10,ann_longer_0,ann_shorter_4,ann_longer_4,len_path5,len_path13,diff_7,ann_shorter_5,ann_longer_5,diff_8,ann_shorter_7,diff_10,ann_longer_6,ann_shorter_6,diff_9,len_path15
1587769560.0,2020-04-24 23:06:00,10,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,85,set(),24309,9,76,0,set(),3.0,1.0,2.0,0,0,0,0,3.0,3.0,1.0,,,3.0,3.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
1587769620.0,2020-04-24 23:07:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769680.0,2020-04-24 23:08:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587769740.0,2020-04-24 23:09:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769800.0,2020-04-24 23:10:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587769860.0,2020-04-24 23:11:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,2,set(),24309,1,1,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587769920.0,2020-04-24 23:12:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,4,set(),24309,3,1,0,set(),1.0,,1.0,0,0,0,0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
1587769980.0,2020-04-24 23:13:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770040.0,2020-04-24 23:14:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587770100.0,2020-04-24 23:15:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587770160.0,2020-04-24 23:16:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770220.0,2020-04-24 23:17:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,7,set(),24309,5,2,1,{'49.205.84.0/22'},2.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587770280.0,2020-04-24 23:18:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770340.0,2020-04-24 23:19:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770400.0,2020-04-24 23:20:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770460.0,2020-04-24 23:21:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587770520.0,2020-04-24 23:22:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,7,set(),24309,4,3,1,{'49.205.84.0/22'},1.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587770580.0,2020-04-24 23:23:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770640.0,2020-04-24 23:24:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587770700.0,2020-04-24 23:25:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770760.0,2020-04-24 23:26:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587770820.0,2020-04-24 23:27:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,34,set(),24309,5,29,0,set(),1.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587770880.0,2020-04-24 23:28:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587770940.0,2020-04-24 23:29:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771000.0,2020-04-24 23:30:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587771060.0,2020-04-24 23:31:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,6,set(),24309,4,2,0,set(),1.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587771120.0,2020-04-24 23:32:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771180.0,2020-04-24 23:33:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771240.0,2020-04-24 23:34:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587771300.0,2020-04-24 23:35:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771360.0,2020-04-24 23:36:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,7,set(),24309,5,2,1,{'49.205.84.0/22'},1.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587771420.0,2020-04-24 23:37:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587771480.0,2020-04-24 23:38:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,2,set(),24309,1,1,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587771540.0,2020-04-24 23:39:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771600.0,2020-04-24 23:40:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,6,set(),24309,4,2,0,set(),1.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587771660.0,2020-04-24 23:41:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771720.0,2020-04-24 23:42:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771780.0,2020-04-24 23:43:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771840.0,2020-04-24 23:44:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771900.0,2020-04-24 23:45:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771960.0,2020-04-24 23:46:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,93,set(),24309,9,84,0,set(),3.0,1.0,4.0,0,0,0,0,4.0,2.0,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
1587772020.0,2020-04-24 23:47:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772080.0,2020-04-24 23:48:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587772140.0,2020-04-24 23:49:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772200.0,2020-04-24 23:50:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,3,set(),24309,2,1,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772260.0,2020-04-24 23:51:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,88,set(),24309,11,77,1,{'49.205.84.0/22'},3.0,1.0,6.0,0,0,0,0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,
1587772320.0,2020-04-24 23:52:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772380.0,2020-04-24 23:53:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587772440.0,2020-04-24 23:54:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772500.0,2020-04-24 23:55:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,8,set(),24309,5,3,0,set(),1.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
1587772560.0,2020-04-24 23:56:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772620.0,2020-04-24 23:57:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,2,set(),24309,1,1,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587772680.0,2020-04-24 23:58:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772740.0,2020-04-24 23:59:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772800.0,2020-04-25 00:00:00,10,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,88,set(),24309,8,80,0,set(),3.0,1.0,2.0,0,0,0,0,3.0,2.0,1.0,,,2.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
1587772860.0,2020-04-25 00:01:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772920.0,2020-04-25 00:02:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587772980.0,2020-04-25 00:03:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,2,0,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773040.0,2020-04-25 00:04:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773100.0,2020-04-25 00:05:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,8,set(),24309,5,3,0,set(),1.0,1.0,2.0,0,0,0,0,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
1587773160.0,2020-04-25 00:06:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773220.0,2020-04-25 00:07:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587773280.0,2020-04-25 00:08:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773340.0,2020-04-25 00:09:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587773400.0,2020-04-25 00:10:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,3,set(),24309,3,0,0,set(),1.0,,1.0,0,0,0,0,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773460.0,2020-04-25 00:11:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,2,set(),24309,1,1,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587773520.0,2020-04-25 00:12:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773580.0,2020-04-25 00:13:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587773640.0,2020-04-25 00:14:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,0,set(),24309,0,0,1,{'49.205.84.0/22'},,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773700.0,2020-04-25 00:15:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,82,set(),24309,8,74,0,set(),4.0,1.0,3.0,0,0,0,0,3.0,2.0,1.0,1.0,,1.0,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
1587773760.0,2020-04-25 00:16:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,3,set(),24309,2,1,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773820.0,2020-04-25 00:17:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587773880.0,2020-04-25 00:18:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587773940.0,2020-04-25 00:19:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,38,set(),24309,4,34,1,{'49.205.84.0/22'},1.0,1.0,2.0,0,0,0,0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587774000.0,2020-04-25 00:20:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587774060.0,2020-04-25 00:21:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,33,set(),24309,22,11,0,set(),5.0,3.0,12.0,0,0,0,0,5.0,,10.0,1.0,,3.0,4.0,1.0,4.0,2.0,5.0,5.0,,1.0,2.0,,,,3.0,,,,,,,,,,,,,,
1587774120.0,2020-04-25 00:22:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,75,set(),24309,49,26,0,set(),7.0,15.0,20.0,0,0,0,0,11.0,3.0,24.0,,,5.0,7.0,,4.0,5.0,7.0,9.0,2.0,4.0,7.0,2.0,,,13.0,,,,,,1.0,1.0,,,,,,,
1587774180.0,2020-04-25 00:23:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,50,set(),24309,33,17,1,{'49.205.84.0/22'},2.0,4.0,23.0,0,0,0,0,3.0,,16.0,2.0,,2.0,3.0,,8.0,3.0,11.0,11.0,1.0,3.0,2.0,1.0,,,3.0,,,,,,,1.0,,,,,,,
1587774240.0,2020-04-25 00:24:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,3,set(),24309,3,0,0,set(),1.0,,1.0,0,0,0,0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587774300.0,2020-04-25 00:25:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587774360.0,2020-04-25 00:26:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587774420.0,2020-04-25 00:27:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,3,set(),24309,2,1,0,set(),,,2.0,0,0,0,0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587774480.0,2020-04-25 00:28:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587774540.0,2020-04-25 00:29:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,7,set(),24309,4,3,0,set(),2.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587774600.0,2020-04-25 00:30:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,1,set(),24309,1,0,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587774660.0,2020-04-25 00:31:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,2,set(),24309,1,1,1,{'49.205.84.0/22'},,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587774720.0,2020-04-25 00:32:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587774780.0,2020-04-25 00:33:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587774840.0,2020-04-25 00:34:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587774900.0,2020-04-25 00:35:00,8,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,,0,0,0,0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587774960.0,2020-04-25 00:36:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775020.0,2020-04-25 00:37:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775080.0,2020-04-25 00:38:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775140.0,2020-04-25 00:39:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,2,set(),24309,1,1,0,set(),1.0,,,0,0,0,0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775200.0,2020-04-25 00:40:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775260.0,2020-04-25 00:41:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775320.0,2020-04-25 00:42:00,11,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587775380.0,2020-04-25 00:43:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,0,1,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775440.0,2020-04-25 00:44:00,14,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,1,set(),24309,1,0,0,set(),,,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587775500.0,2020-04-25 00:45:00,9,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,23,0,0,7,set(),24309,4,3,1,{'49.205.84.0/22'},2.0,1.0,1.0,0,0,0,0,2.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587775560.0,2020-04-25 00:46:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,23,0,0,0,set(),24309,0,0,0,set(),,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
