,time,MPL,MOAS_prefix_num,MOAS_AS,MOAS,new_MOAS,MOAS_num,withdraw_num,peer_increase,peer_num,new_prefix_num,MOAS_Ann_num,own_Ann_num,new_sub_prefix,Victim_AS,Diff_Ann,duplicate_ann,withdraw_unique_prefix_num,withdraw_unique_prefix,diff_1,diff_3,diff_2,diff_7,label_0,label_1,label_2,label_3,len_path4,len_path5,len_path2,len_path9,len_path3,ann_shorter_3,ann_shorter_6,ann_longer_1,ann_longer_2,ann_longer_0,ann_longer_4,diff_4,len_path6,ann_shorter_2,ann_shorter_1,ann_longer_3,len_path7,ann_longer_6,diff_6,ann_shorter_4,ann_longer_7,diff_5,ann_shorter_5,ann_longer_5,len_path8,len_path10,diff_8,ann_shorter_7,len_path11,len_path12,diff_9,diff_11,len_path13,ann_shorter_9,ann_longer_8,ann_shorter_8,diff_10,diff_12,len_path14,ann_longer_9,ann_longer_10,ann_longer_11,ann_longer_12,diff_13,len_path15,ann_shorter_10
1587739920.0,2020-04-24 14:52:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,242,0,0,41,set(),13335,13,28,1,{'173.245.49.0/24'},6.0,4.0,1.0,,0,0,0,0,1.0,,7.0,,5.0,4.0,,3.0,,1.0,,2.0,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587739980.0,2020-04-24 14:53:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,44,set(),13335,20,24,0,set(),4.0,1.0,14.0,,0,0,0,0,7.0,,4.0,,9.0,1.0,,5.0,1.0,1.0,,1.0,,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740040.0,2020-04-24 14:54:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,24,set(),13335,8,16,0,set(),2.0,,6.0,,0,0,0,0,3.0,,1.0,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740100.0,2020-04-24 14:55:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,54,set(),13335,19,35,0,set(),,,18.0,1.0,0,0,0,0,9.0,,,1.0,9.0,,,9.0,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740160.0,2020-04-24 14:56:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,49,set(),13335,16,33,0,set(),2.0,1.0,13.0,,0,0,0,0,7.0,1.0,2.0,,6.0,1.0,,7.0,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740220.0,2020-04-24 14:57:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,12,set(),13335,4,8,0,set(),2.0,,2.0,,0,0,0,0,1.0,,1.0,,2.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740280.0,2020-04-24 14:58:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,37,set(),13335,14,23,0,set(),,,14.0,,0,0,0,0,7.0,,,,7.0,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740340.0,2020-04-24 14:59:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,26,set(),13335,9,17,0,set(),1.0,,8.0,,0,0,0,0,4.0,,1.0,,4.0,,,3.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740400.0,2020-04-24 15:00:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,296,set(),13335,63,233,0,set(),37.0,6.0,19.0,,0,0,0,0,24.0,4.0,1.0,,34.0,1.0,,12.0,3.0,19.0,,1.0,,2.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740460.0,2020-04-24 15:01:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,6,0,242,0,0,316,set(),13335,20,296,3,"{'8.46.117.0/24', '8.44.62.0/24', '8.44.60.0/24'}",8.0,3.0,8.0,,0,0,0,0,6.0,5.0,1.0,,8.0,,1.0,4.0,2.0,3.0,,,,2.0,7.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740520.0,2020-04-24 15:02:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,8,0,242,0,0,20,set(),13335,3,17,4,"{'172.69.156.0/24', '108.162.208.0/24', '162.158.144.0/22', '172.69.212.0/22'}",3.0,,,,0,0,0,0,,,1.0,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740580.0,2020-04-24 15:03:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,4,0,242,0,0,24,set(),13335,11,13,4,"{'162.158.232.0/22', '173.245.49.0/24', '172.68.112.0/22', '8.44.2.0/24'}",8.0,,1.0,,0,0,0,0,1.0,,3.0,1.0,5.0,,,4.0,1.0,2.0,,,,2.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740640.0,2020-04-24 15:04:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,7,set(),13335,2,5,0,set(),1.0,,,,0,0,0,0,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740700.0,2020-04-24 15:05:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,61,set(),13335,9,52,0,set(),3.0,,6.0,,0,0,0,0,3.0,,1.0,,5.0,,,4.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740760.0,2020-04-24 15:06:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,245,set(),13335,29,216,0,set(),6.0,1.0,22.0,,0,0,0,0,16.0,1.0,1.0,,10.0,1.0,,10.0,1.0,6.0,,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740820.0,2020-04-24 15:07:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,108,set(),13335,42,66,0,set(),13.0,8.0,16.0,,0,0,0,0,14.0,14.0,,1.0,6.0,2.0,,11.0,3.0,6.0,1.0,1.0,4.0,4.0,13.0,1.0,3.0,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1587740880.0,2020-04-24 15:08:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,242,0,0,57,set(),13335,17,40,0,set(),6.0,,11.0,,0,0,0,0,7.0,2.0,2.0,,6.0,,,3.0,1.0,4.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587740940.0,2020-04-24 15:09:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,8,4,246,0,0,250,set(),13335,43,203,2,"{'104.17.160.0/20', '104.16.48.0/20'}",19.0,4.0,20.0,,0,0,0,0,13.0,8.0,7.0,,16.0,1.0,,8.0,5.0,7.0,,,1.0,1.0,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741000.0,2020-04-24 15:10:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,246,0,0,182,set(),13335,12,170,3,"{'103.21.244.0/24', '104.17.160.0/20', '104.16.48.0/20'}",8.0,,2.0,,0,0,0,0,4.0,4.0,,1.0,1.0,,,3.0,2.0,2.0,,,2.0,,3.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587741060.0,2020-04-24 15:11:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,458,set(),13335,47,411,0,set(),7.0,5.0,27.0,2.0,0,0,0,0,22.0,4.0,4.0,1.0,11.0,3.0,1.0,11.0,6.0,8.0,1.0,3.0,3.0,3.0,11.0,1.0,2.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
1587741120.0,2020-04-24 15:12:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,5,set(),13335,1,4,1,{'103.21.244.0/24'},1.0,,,,0,0,0,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741180.0,2020-04-24 15:13:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,30,set(),13335,12,18,1,{'173.245.49.0/24'},4.0,,8.0,,0,0,0,0,4.0,,2.0,,6.0,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741240.0,2020-04-24 15:14:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,22,set(),13335,6,16,1,{'103.21.244.0/24'},2.0,,4.0,,0,0,0,0,3.0,,,,3.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741300.0,2020-04-24 15:15:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,26,set(),13335,2,24,1,{'103.21.244.0/24'},2.0,,,,0,0,0,0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741360.0,2020-04-24 15:16:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,310,0,246,0,0,331,set(),13335,8,323,310,"{'104.27.32.0/20', '104.24.32.0/20', '162.159.9.0/24', '162.159.216.0/21', '162.159.14.0/24', '172.65.144.0/20', '104.22.16.0/20', '104.28.144.0/20', '162.159.64.0/20', '104.27.112.0/20', '104.27.0.0/20', '104.20.80.0/20', '64.179.227.0/24', '104.28.176.0/20', '162.159.16.0/24', '104.20.16.0/20', '104.24.160.0/20', '104.19.224.0/20', '104.24.176.0/20', '172.65.160.0/20', '104.19.176.0/20', '162.159.0.0/20', '104.17.48.0/20', '104.16.176.0/20', '162.159.0.0/24', '104.27.144.0/20', '162.159.48.0/20', '198.41.214.0/23', '8.14.203.0/24', '162.159.42.0/23', '103.21.244.0/24', '104.20.160.0/20', '162.159.28.0/24', '162.159.17.0/24', '104.24.0.0/20', '104.25.208.0/20', '104.20.48.0/20', '104.25.176.0/20', '162.159.192.0/22', '162.159.4.0/24', '198.41.223.0/24', '108.162.192.0/20', '104.28.240.0/20', '172.65.64.0/20', '162.159.128.0/19', '172.64.38.0/24', '104.16.192.0/20', '104.28.160.0/19', '1.0.0.0/24', '104.28.192.0/19', '162.159.200.0/24', '162.159.3.0/24', '104.28.96.0/19', '108.162.196.0/24', '172.65.128.0/20', '104.16.96.0/20', '104.20.176.0/20', '104.28.128.0/19', '104.24.48.0/20', '104.20.144.0/20', '104.25.240.0/20', '104.19.0.0/20', '104.31.240.0/20', '162.159.40.0/23', '104.28.48.0/20', '104.25.16.0/20', '104.27.96.0/20', '162.159.31.0/24', '104.22.48.0/20', '104.27.176.0/20', '104.19.240.0/20', '104.25.224.0/20', '104.28.80.0/20', '162.159.32.0/20', '162.159.19.0/24', '141.101.114.0/23', '104.16.144.0/20', '162.159.18.0/24', '104.18.32.0/20', '104.17.240.0/20', '104.20.64.0/20', '104.22.32.0/20', '104.24.112.0/20', '173.245.49.0/24', '64.179.228.0/24', '172.68.16.0/21', '104.31.176.0/20', '162.159.132.0/24', '104.17.32.0/20', '198.41.220.0/23', '104.25.144.0/20', '104.18.112.0/20', '104.17.112.0/20', '104.20.192.0/20', '198.41.208.0/23', '104.27.128.0/19', '172.65.176.0/20', '172.64.33.0/24', '172.65.0.0/20', '104.28.16.0/20', '104.17.176.0/20', '172.64.96.0/20', '104.18.192.0/20', '68.67.65.0/24', '104.31.160.0/19', '104.18.96.0/20', '104.23.112.0/20', '104.18.160.0/20', '104.16.208.0/20', '162.159.15.0/24', '162.159.7.0/24', '198.41.192.0/21', '104.25.80.0/20', '172.64.160.0/20', '104.18.16.0/20', '8.31.161.0/24', '104.25.160.0/20', '172.65.224.0/20', '104.25.96.0/20', '104.18.0.0/20', '104.17.160.0/20', '104.19.144.0/20', '172.64.128.0/20', '162.159.10.0/24', '162.159.30.0/24', '104.20.32.0/20', '162.159.25.0/24', '104.16.48.0/20', '104.31.144.0/20', '141.101.112.0/20', '104.28.0.0/20', '172.65.32.0/20', '104.31.192.0/19', '104.16.112.0/20', '104.31.128.0/19', '172.65.192.0/20', '104.19.32.0/20', '104.27.192.0/20', '104.16.0.0/20', '104.28.112.0/20', '172.64.0.0/16', '104.20.96.0/20', '172.65.208.0/20', '162.159.36.0/24', '198.41.212.0/24', '104.17.192.0/20', '104.27.16.0/20', '141.101.120.0/22', '104.18.144.0/20', '172.65.16.0/20', '104.24.144.0/20', '162.159.24.0/24', '104.19.64.0/20', '104.28.0.0/19', '104.19.128.0/20', '162.159.21.0/24', '190.93.244.0/22', '104.28.96.0/20', '104.20.0.0/20', '162.159.11.0/24', '104.28.224.0/20', '172.64.192.0/20', '104.18.128.0/20', '162.159.23.0/24', '104.28.64.0/20', '162.159.46.0/24', '104.27.160.0/20', '104.19.192.0/20', '104.24.224.0/20', '172.68.24.0/22', '104.24.192.0/20', '8.31.160.0/24', '104.17.128.0/20', '104.28.192.0/20', '198.217.251.0/24', '172.64.32.0/20', '8.36.217.0/24', '104.25.32.0/20', '104.27.128.0/20', '104.24.96.0/20', '104.31.192.0/20', '104.20.240.0/20', '104.18.32.0/19', '8.14.201.0/24', '104.17.16.0/20', '104.24.96.0/19', '162.159.12.0/24', '172.68.29.0/24', '104.17.0.0/20', '172.64.32.0/24', '190.93.240.0/20', '162.159.5.0/24', '1.1.1.0/24', '162.159.16.0/20', '104.24.240.0/20', '162.159.32.0/23', '104.18.224.0/20', '104.31.0.0/20', '162.159.20.0/24', '104.19.208.0/20', '172.64.176.0/20', '172.65.0.0/19', '104.24.64.0/20', '162.247.243.0/24', '104.23.128.0/20', '104.18.240.0/20', '104.25.0.0/20', '104.31.64.0/20', '23.227.38.0/23', '104.28.64.0/19', '172.64.34.0/24', '173.245.58.0/24', '162.159.8.0/24', '104.24.80.0/20', '104.19.80.0/20', '104.23.96.0/20', '104.20.112.0/20', '104.28.32.0/20', '104.16.240.0/20', '141.101.112.0/23', '104.17.224.0/20', '172.64.36.0/23', '162.159.34.0/23', '108.162.193.0/24', '108.162.195.0/24', '64.68.192.0/24', '162.251.82.0/24', '104.25.48.0/20', '162.159.29.0/24', '104.18.176.0/20', '104.31.128.0/20', '104.17.80.0/20', '104.22.0.0/20', '172.68.28.0/24', '104.19.16.0/20', '104.27.64.0/20', '104.19.96.0/20', '162.159.2.0/24', '172.64.64.0/20', '172.64.112.0/20', '104.31.224.0/20', '104.17.64.0/20', '104.17.96.0/20', '172.65.112.0/20', '104.31.64.0/19', '104.28.32.0/19', '104.31.160.0/20', '104.20.208.0/20', '198.41.211.0/24', '104.16.128.0/20', '104.18.48.0/20', '104.31.224.0/19', '162.159.208.0/22', '172.65.32.0/19', '104.31.208.0/20', '162.159.6.0/24', '104.16.0.0/12', '104.28.224.0/19', '104.20.224.0/20', '104.16.64.0/20', '172.65.240.0/20', '104.20.128.0/20', '104.27.160.0/19', '104.24.128.0/20', '104.22.64.0/20', '162.159.240.0/20', '66.235.200.0/24', '108.162.194.0/24', '104.28.128.0/20', '162.159.1.0/24', '104.17.144.0/20', '172.65.80.0/20', '104.24.208.0/20', '104.18.80.0/20', '198.41.129.0/24', '104.27.80.0/20', '104.19.160.0/20', '198.41.222.0/24', '172.64.35.0/24', '104.16.80.0/20', '104.18.208.0/20', '162.159.22.0/24', '104.25.64.0/20', '104.18.64.0/20', '198.41.128.0/24', '162.159.26.0/24', '104.19.48.0/20', '104.25.112.0/20', '104.28.160.0/20', '104.17.208.0/20', '172.64.144.0/20', '172.65.48.0/20', '162.159.13.0/24', '172.65.96.0/20', '104.19.112.0/20', '104.25.192.0/20', '104.28.208.0/20', '108.162.192.0/24', '172.64.208.0/20', '104.25.128.0/20', '104.16.224.0/20', '104.16.160.0/20', '104.24.16.0/20', '104.26.0.0/20', '104.16.32.0/20', '104.31.80.0/20', '104.27.48.0/20', '173.245.59.0/24', '104.16.16.0/20', '162.159.27.0/24'}",4.0,1.0,2.0,,0,0,0,0,4.0,1.0,2.0,,1.0,1.0,,2.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741420.0,2020-04-24 15:17:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,20,set(),13335,6,14,1,{'103.21.244.0/24'},,,6.0,,0,0,0,0,3.0,,,,3.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741480.0,2020-04-24 15:18:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,222,set(),13335,132,90,0,set(),30.0,27.0,56.0,,0,0,0,0,27.0,41.0,3.0,,7.0,,,24.0,24.0,34.0,6.0,14.0,41.0,1.0,21.0,22.0,13.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1587741540.0,2020-04-24 15:19:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,4,0,246,0,0,109,set(),13335,84,25,3,"{'172.68.40.0/22', '103.21.244.0/24', '104.17.112.0/20'}",9.0,11.0,56.0,,0,0,0,0,11.0,22.0,,,12.0,1.0,,18.0,3.0,42.0,1.0,8.0,23.0,1.0,13.0,3.0,16.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741600.0,2020-04-24 15:20:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,5,0,246,0,0,63,set(),13335,36,27,3,"{'103.21.244.0/24', '162.158.143.0/24', '104.17.112.0/20'}",6.0,8.0,16.0,,0,0,0,0,12.0,16.0,1.0,,4.0,,,5.0,7.0,8.0,,5.0,2.0,6.0,8.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587741660.0,2020-04-24 15:21:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,246,0,0,144,set(),13335,98,46,2,"{'162.158.143.0/24', '104.17.112.0/20'}",59.0,12.0,25.0,,0,0,0,0,17.0,60.0,1.0,,8.0,,,15.0,2.0,63.0,,2.0,12.0,,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741720.0,2020-04-24 15:22:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,29,set(),13335,13,16,1,{'103.21.244.0/24'},5.0,,8.0,,0,0,0,0,4.0,3.0,,,5.0,,,5.0,,4.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741780.0,2020-04-24 15:23:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,53,set(),13335,18,35,0,set(),1.0,1.0,16.0,,0,0,0,0,8.0,,1.0,,9.0,,,8.0,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741840.0,2020-04-24 15:24:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,246,0,0,18,set(),13335,9,9,2,"{'173.245.49.0/24', '103.21.244.0/24'}",5.0,,3.0,,0,0,0,0,1.0,,4.0,,4.0,,,3.0,,,,1.0,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741900.0,2020-04-24 15:25:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,246,0,0,349,set(),13335,41,308,2,"{'162.158.228.0/22', '103.21.244.0/24'}",10.0,9.0,18.0,,0,0,0,0,22.0,11.0,2.0,,1.0,2.0,,9.0,6.0,14.0,,4.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587741960.0,2020-04-24 15:26:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,26,set(),13335,11,15,0,set(),2.0,2.0,7.0,,0,0,0,0,3.0,2.0,1.0,,5.0,,,4.0,1.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742020.0,2020-04-24 15:27:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,9,0,246,0,0,271,set(),13335,57,214,5,"{'104.25.176.0/20', '104.17.208.0/20', '104.31.224.0/20', '103.21.244.0/24', '104.27.96.0/20'}",32.0,9.0,13.0,,0,0,0,0,9.0,1.0,13.0,,34.0,4.0,,12.0,1.0,12.0,,3.0,,12.0,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742080.0,2020-04-24 15:28:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,4,0,246,0,0,22,set(),13335,10,12,4,"{'104.17.208.0/20', '104.25.176.0/20', '104.31.224.0/20', '104.27.96.0/20'}",6.0,2.0,2.0,,0,0,0,0,7.0,,2.0,,1.0,,,,,4.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742140.0,2020-04-24 15:29:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,31,set(),13335,11,20,1,{'103.21.244.0/24'},8.0,1.0,2.0,,0,0,0,0,2.0,5.0,,,4.0,,,1.0,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742200.0,2020-04-24 15:30:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,214,set(),13335,15,199,0,set(),5.0,2.0,8.0,,0,0,0,0,8.0,2.0,3.0,,2.0,2.0,,4.0,1.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742260.0,2020-04-24 15:31:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,25,set(),13335,7,18,1,{'103.21.244.0/24'},1.0,,6.0,,0,0,0,0,3.0,,,,4.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742320.0,2020-04-24 15:32:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,16,set(),13335,3,13,0,set(),1.0,,2.0,,0,0,0,0,1.0,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742380.0,2020-04-24 15:33:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,21,set(),13335,7,14,1,{'103.21.244.0/24'},1.0,,6.0,,0,0,0,0,3.0,,,,4.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742440.0,2020-04-24 15:34:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,246,0,0,36,set(),13335,13,23,0,set(),3.0,,10.0,,0,0,0,0,5.0,,2.0,,6.0,,,6.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742500.0,2020-04-24 15:35:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,246,0,0,30,set(),13335,11,19,2,"{'173.245.49.0/24', '103.21.244.0/24'}",7.0,1.0,3.0,,0,0,0,0,5.0,1.0,2.0,,3.0,1.0,,5.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742560.0,2020-04-24 15:36:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,246,0,0,43,set(),13335,13,30,1,{'103.21.244.0/24'},1.0,,12.0,,0,0,0,0,6.0,,1.0,,6.0,,,5.0,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742620.0,2020-04-24 15:37:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,2,248,0,0,74,set(),13335,29,43,2,"{'172.64.128.0/20', '172.64.96.0/20'}",8.0,,20.0,,0,0,0,0,11.0,,6.0,,14.0,,,12.0,,1.0,,1.0,,1.0,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742680.0,2020-04-24 15:38:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,248,0,0,14,set(),13335,6,8,0,set(),5.0,1.0,,,0,0,0,0,1.0,1.0,2.0,,2.0,,,1.0,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742740.0,2020-04-24 15:39:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,248,0,0,21,set(),13335,6,15,0,set(),4.0,,2.0,,0,0,0,0,1.0,,3.0,,2.0,,,1.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742800.0,2020-04-24 15:40:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,19,set(),13335,5,14,1,{'103.21.244.0/24'},1.0,,4.0,,0,0,0,0,2.0,,,,3.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742860.0,2020-04-24 15:41:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,248,0,0,28,set(),13335,11,17,0,set(),2.0,1.0,8.0,,0,0,0,0,5.0,,1.0,,5.0,1.0,,4.0,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742920.0,2020-04-24 15:42:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,4,set(),13335,1,3,1,{'103.21.244.0/24'},1.0,,,,0,0,0,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587742980.0,2020-04-24 15:43:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,27,set(),13335,9,18,1,{'103.21.244.0/24'},1.0,,6.0,,0,0,0,0,3.0,,1.0,,3.0,,,2.0,1.0,,2.0,2.0,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587743040.0,2020-04-24 15:44:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,248,0,0,20,set(),13335,7,13,0,set(),1.0,,6.0,,0,0,0,0,3.0,,1.0,,3.0,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587743100.0,2020-04-24 15:45:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,34,set(),13335,13,21,1,{'103.21.244.0/24'},7.0,1.0,5.0,,0,0,0,0,4.0,6.0,,,3.0,,,6.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587743160.0,2020-04-24 15:46:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,44,set(),13335,23,21,1,{'173.245.49.0/24'},11.0,,12.0,,0,0,0,0,9.0,4.0,2.0,,6.0,,,8.0,3.0,,,,2.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587743220.0,2020-04-24 15:47:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,248,0,0,400,set(),13335,81,319,1,{'103.21.244.0/24'},20.0,21.0,28.0,2.0,0,0,0,0,7.0,36.0,,2.0,4.0,2.0,2.0,15.0,12.0,18.0,,4.0,16.0,5.0,21.0,2.0,12.0,,2.0,2.0,,4.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,
