,time,MPL,MOAS_prefix_num,MOAS_AS,MOAS,new_MOAS,MOAS_num,withdraw_num,peer_increase,peer_num,new_prefix_num,MOAS_Ann_num,own_Ann_num,new_sub_prefix,Victim_AS,Diff_Ann,duplicate_ann,withdraw_unique_prefix_num,withdraw_unique_prefix,diff_1,diff_3,diff_2,diff_7,label_0,label_1,label_2,label_3,len_path4,len_path5,len_path2,len_path9,len_path3,ann_shorter_3,ann_shorter_6,ann_longer_1,ann_longer_2,ann_longer_0,ann_longer_4,diff_4,len_path6,ann_shorter_2,ann_shorter_1,ann_longer_3,len_path7,ann_longer_6,diff_6,ann_shorter_4,ann_longer_7,diff_5,ann_shorter_5,ann_longer_5,len_path8,len_path10,diff_8,ann_shorter_7,len_path11,len_path12,diff_9,diff_11,len_path13,ann_shorter_9,ann_longer_8,ann_shorter_8,diff_10,diff_12,len_path14,ann_longer_9,ann_longer_10,ann_longer_11,ann_longer_12,diff_13,len_path15,ann_shorter_10
1587769020.0,2020-04-24 22:57:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,4,0,264,0,0,175,set(),13335,72,103,4,"{'162.158.232.0/22', '103.21.244.0/24', '172.68.112.0/22', '8.44.2.0/24'}",35.0,2.0,30.0,,0,0,0,0,28.0,8.0,6.0,1.0,27.0,1.0,,26.0,13.0,15.0,,2.0,,3.0,12.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587769080.0,2020-04-24 22:58:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,133,set(),13335,22,111,0,set(),8.0,1.0,11.0,,0,0,0,0,7.0,1.0,2.0,,11.0,1.0,,4.0,1.0,6.0,1.0,,,1.0,7.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
1587769140.0,2020-04-24 22:59:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,145,set(),13335,36,109,0,set(),20.0,,16.0,,0,0,0,0,10.0,,5.0,,21.0,,,13.0,,9.0,,,,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769200.0,2020-04-24 23:00:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,24,set(),13335,8,16,1,{'103.21.244.0/24'},6.0,,2.0,,0,0,0,0,2.0,,1.0,,5.0,,,3.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769260.0,2020-04-24 23:01:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,46,set(),13335,14,32,0,set(),6.0,,8.0,,0,0,0,0,4.0,,3.0,,7.0,,,7.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769320.0,2020-04-24 23:02:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,662,set(),13335,98,564,1,{'103.21.244.0/24'},31.0,21.0,32.0,1.0,0,0,0,0,30.0,12.0,14.0,,33.0,6.0,1.0,20.0,9.0,27.0,3.0,10.0,7.0,5.0,19.0,3.0,,1.0,,2.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,2.0,,,1.0,,,,,,
1587769380.0,2020-04-24 23:03:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,356,set(),13335,171,185,0,set(),37.0,34.0,69.0,4.0,0,0,0,0,56.0,24.0,18.0,2.0,55.0,10.0,,44.0,17.0,31.0,1.0,17.0,9.0,16.0,37.0,7.0,5.0,1.0,3.0,3.0,,7.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
1587769440.0,2020-04-24 23:04:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,96,set(),13335,39,57,1,{'173.245.49.0/24'},7.0,8.0,18.0,,0,0,0,0,13.0,4.0,2.0,,17.0,,,12.0,2.0,6.0,2.0,2.0,1.0,3.0,12.0,,2.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
1587769500.0,2020-04-24 23:05:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,264,0,0,41,set(),13335,17,24,2,"{'103.21.244.0/24', '162.158.147.0/24'}",9.0,1.0,7.0,,0,0,0,0,5.0,,1.0,,10.0,,,5.0,,6.0,,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769560.0,2020-04-24 23:06:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,264,0,0,536,set(),13335,54,482,2,"{'162.158.147.0/24', '172.68.124.0/22'}",22.0,5.0,23.0,2.0,0,0,0,0,22.0,6.0,4.0,1.0,19.0,2.0,1.0,15.0,3.0,16.0,2.0,1.0,1.0,1.0,13.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1587769620.0,2020-04-24 23:07:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,33,set(),13335,6,27,1,{'103.21.244.0/24'},3.0,2.0,1.0,,0,0,0,0,,1.0,1.0,,4.0,2.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769680.0,2020-04-24 23:08:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,16,set(),13335,2,14,1,{'103.21.244.0/24'},2.0,,,,0,0,0,0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769740.0,2020-04-24 23:09:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,108,set(),13335,27,81,1,{'103.21.244.0/24'},18.0,,7.0,,0,0,0,0,2.0,,13.0,,11.0,1.0,,5.0,,3.0,1.0,2.0,1.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769800.0,2020-04-24 23:10:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,58,set(),13335,23,35,1,{'162.158.147.0/24'},7.0,,16.0,,0,0,0,0,8.0,,2.0,,13.0,,,7.0,,6.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769860.0,2020-04-24 23:11:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,34,set(),13335,13,21,0,set(),7.0,,6.0,,0,0,0,0,3.0,,3.0,,7.0,,,4.0,1.0,2.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769920.0,2020-04-24 23:12:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,67,set(),13335,21,46,1,{'103.21.244.0/24'},14.0,1.0,6.0,,0,0,0,0,4.0,1.0,4.0,,12.0,1.0,,8.0,1.0,6.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587769980.0,2020-04-24 23:13:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,27,set(),13335,12,15,1,{'103.21.244.0/24'},4.0,,8.0,,0,0,0,0,4.0,,,,8.0,,,4.0,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770040.0,2020-04-24 23:14:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,12,set(),13335,4,8,1,{'103.21.244.0/24'},4.0,,,,0,0,0,0,1.0,,1.0,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770100.0,2020-04-24 23:15:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,49,set(),13335,17,32,0,set(),5.0,,12.0,,0,0,0,0,6.0,,3.0,,8.0,,,7.0,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770160.0,2020-04-24 23:16:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,28,set(),13335,13,15,1,{'103.21.244.0/24'},6.0,,7.0,,0,0,0,0,3.0,,2.0,,8.0,,,3.0,,5.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770220.0,2020-04-24 23:17:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,38,set(),13335,14,24,1,{'103.21.244.0/24'},10.0,1.0,2.0,,0,0,0,0,4.0,1.0,3.0,,5.0,1.0,,6.0,1.0,3.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770280.0,2020-04-24 23:18:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,26,set(),13335,10,16,0,set(),2.0,,8.0,,0,0,0,0,4.0,,,,6.0,,,4.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770340.0,2020-04-24 23:19:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,185,set(),13335,70,115,1,{'103.21.244.0/24'},17.0,16.0,18.0,,0,0,0,0,21.0,17.0,2.0,1.0,7.0,6.0,,19.0,12.0,11.0,2.0,13.0,10.0,3.0,11.0,3.0,10.0,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
1587770400.0,2020-04-24 23:20:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,29,set(),13335,13,16,1,{'103.21.244.0/24'},4.0,2.0,1.0,,0,0,0,0,3.0,1.0,,1.0,2.0,1.0,,2.0,1.0,4.0,,2.0,3.0,,2.0,1.0,2.0,,3.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
1587770460.0,2020-04-24 23:21:00,7,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,61,set(),13335,27,34,0,set(),6.0,1.0,9.0,,0,0,0,0,10.0,2.0,1.0,3.0,8.0,2.0,,6.0,,4.0,,4.0,,,5.0,3.0,2.0,,,1.0,,7.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
1587770520.0,2020-04-24 23:22:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,47,set(),13335,20,27,1,{'103.21.244.0/24'},8.0,1.0,11.0,,0,0,0,0,9.0,1.0,2.0,,8.0,1.0,,4.0,1.0,9.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770580.0,2020-04-24 23:23:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,14,set(),13335,5,9,0,set(),4.0,,1.0,,0,0,0,0,,,4.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770640.0,2020-04-24 23:24:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,56,set(),13335,23,33,0,set(),5.0,,18.0,,0,0,0,0,9.0,,1.0,,13.0,,,8.0,1.0,4.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770700.0,2020-04-24 23:25:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,38,set(),13335,12,26,1,{'103.21.244.0/24'},6.0,,6.0,,0,0,0,0,3.0,,1.0,,8.0,,,7.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770760.0,2020-04-24 23:26:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,26,set(),13335,9,17,0,set(),3.0,,6.0,,0,0,0,0,3.0,,1.0,,5.0,,,3.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770820.0,2020-04-24 23:27:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,216,set(),13335,21,195,1,{'103.21.244.0/24'},5.0,1.0,15.0,,0,0,0,0,11.0,1.0,2.0,,7.0,1.0,,8.0,1.0,5.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770880.0,2020-04-24 23:28:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,134,set(),13335,6,128,1,{'103.21.244.0/24'},5.0,,1.0,,0,0,0,0,1.0,1.0,1.0,,3.0,,,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587770940.0,2020-04-24 23:29:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,15,set(),13335,3,12,1,{'103.21.244.0/24'},3.0,,,,0,0,0,0,,,,,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771000.0,2020-04-24 23:30:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,264,0,0,63,set(),13335,36,27,0,set(),15.0,1.0,20.0,,0,0,0,0,14.0,1.0,1.0,,20.0,,,12.0,3.0,9.0,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771060.0,2020-04-24 23:31:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,264,0,0,88,set(),13335,24,64,2,"{'173.245.49.0/24', '103.21.244.0/24'}",12.0,1.0,11.0,,0,0,0,0,11.0,1.0,3.0,,9.0,1.0,,8.0,1.0,8.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771120.0,2020-04-24 23:32:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,264,0,0,11,set(),13335,3,8,1,{'103.21.244.0/24'},3.0,,,,0,0,0,0,,,1.0,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771180.0,2020-04-24 23:33:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,234,0,264,0,0,1398,set(),13335,512,886,3,"{'8.14.201.0/24', '103.21.244.0/24', '172.68.28.0/24'}",172.0,88.0,127.0,,0,0,0,0,219.0,109.0,11.0,2.0,30.0,3.0,,115.0,100.0,129.0,7.0,110.0,108.0,47.0,67.0,41.0,28.0,,1.0,,,14.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,
1587771240.0,2020-04-24 23:34:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,53,1,265,0,0,814,set(),13335,290,523,3,"{'8.14.201.0/24', '103.21.244.0/24', '172.68.28.0/24'}",93.0,58.0,54.0,,0,0,0,0,110.0,55.0,17.0,,42.0,15.0,1.0,31.0,34.0,65.0,1.0,63.0,56.0,49.0,72.0,12.0,5.0,,6.0,4.0,,15.0,4.0,2.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,
1587771300.0,2020-04-24 23:35:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,265,0,0,40,set(),13335,18,22,2,"{'8.14.201.0/24', '172.68.28.0/24'}",6.0,3.0,7.0,,0,0,0,0,6.0,2.0,2.0,,7.0,,,3.0,2.0,4.0,,2.0,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771360.0,2020-04-24 23:36:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,115,set(),13335,24,91,0,set(),8.0,3.0,13.0,,0,0,0,0,8.0,1.0,12.0,,3.0,2.0,,1.0,1.0,6.0,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771420.0,2020-04-24 23:37:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,56,set(),13335,13,43,0,set(),5.0,,8.0,,0,0,0,0,4.0,,2.0,,7.0,,,6.0,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771480.0,2020-04-24 23:38:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,33,set(),13335,10,23,1,{'103.21.244.0/24'},3.0,,6.0,,0,0,0,0,4.0,,1.0,,5.0,,,4.0,1.0,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771540.0,2020-04-24 23:39:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,12,set(),13335,6,6,1,{'103.21.244.0/24'},6.0,,,,0,0,0,0,,,1.0,,5.0,,,3.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771600.0,2020-04-24 23:40:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,150,set(),13335,30,120,0,set(),4.0,1.0,25.0,,0,0,0,0,16.0,2.0,1.0,,11.0,1.0,,12.0,1.0,6.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771660.0,2020-04-24 23:41:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,9,set(),13335,2,7,0,set(),2.0,,,,0,0,0,0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771720.0,2020-04-24 23:42:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,11,set(),13335,3,8,1,{'103.21.244.0/24'},3.0,,,,0,0,0,0,,,1.0,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771780.0,2020-04-24 23:43:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,11,set(),13335,1,10,0,set(),1.0,,,,0,0,0,0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771840.0,2020-04-24 23:44:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,70,set(),13335,26,44,1,{'103.21.244.0/24'},10.0,,16.0,,0,0,0,0,8.0,,4.0,,14.0,,,11.0,,3.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771900.0,2020-04-24 23:45:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,19,set(),13335,7,12,1,{'103.21.244.0/24'},4.0,,2.0,,0,0,0,0,1.0,2.0,1.0,,3.0,,,2.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587771960.0,2020-04-24 23:46:00,5,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,451,set(),13335,25,426,0,set(),10.0,2.0,11.0,2.0,0,0,0,0,11.0,4.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,10.0,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1587772020.0,2020-04-24 23:47:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,42,set(),13335,17,25,0,set(),4.0,,13.0,,0,0,0,0,6.0,1.0,1.0,,9.0,,,6.0,1.0,3.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772080.0,2020-04-24 23:48:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,4,set(),13335,2,2,1,{'103.21.244.0/24'},2.0,,,,0,0,0,0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772140.0,2020-04-24 23:49:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,2,0,265,0,0,31,set(),13335,11,20,2,"{'173.245.49.0/24', '103.21.244.0/24'}",7.0,,4.0,,0,0,0,0,3.0,,2.0,,6.0,,,5.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772200.0,2020-04-24 23:50:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,397,set(),13335,53,344,0,set(),15.0,10.0,27.0,,0,0,0,0,19.0,14.0,7.0,,7.0,5.0,,11.0,8.0,8.0,,1.0,6.0,3.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772260.0,2020-04-24 23:51:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,486,set(),13335,83,403,1,{'104.20.16.0/20'},26.0,10.0,43.0,2.0,0,0,0,0,23.0,3.0,25.0,1.0,29.0,2.0,1.0,12.0,4.0,9.0,,1.0,1.0,20.0,32.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1587772320.0,2020-04-24 23:52:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,45,set(),13335,18,27,1,{'103.21.244.0/24'},2.0,5.0,10.0,,0,0,0,0,2.0,,8.0,,7.0,4.0,,4.0,,,,1.0,1.0,5.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772380.0,2020-04-24 23:53:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,21,set(),13335,7,14,1,{'103.21.244.0/24'},1.0,,6.0,,0,0,0,0,3.0,,,,4.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772440.0,2020-04-24 23:54:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,4,0,265,0,0,112,set(),13335,69,43,1,{'8.40.31.0/24'},37.0,1.0,29.0,,0,0,0,0,16.0,1.0,11.0,,40.0,2.0,,20.0,4.0,17.0,1.0,2.0,1.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772500.0,2020-04-24 23:55:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,52,0,265,0,0,882,set(),13335,167,715,9,"{'141.101.67.0/24', '108.162.228.0/24', '108.162.229.0/24', '141.101.69.0/24', '141.101.66.0/24', '8.40.31.0/24', '103.21.244.0/24', '141.101.68.0/24', '162.158.192.0/24'}",96.0,3.0,61.0,,0,0,0,0,46.0,6.0,23.0,,87.0,6.0,,39.0,13.0,63.0,,7.0,5.0,8.0,34.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772560.0,2020-04-24 23:56:00,4,0,"defaultdict(<class 'set'>, {})",set(),0,0,3,0,265,0,0,51,set(),13335,10,41,2,"{'141.101.67.0/24', '103.21.244.0/24'}",8.0,,2.0,,0,0,0,0,4.0,,,,4.0,,,3.0,,6.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772620.0,2020-04-24 23:57:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,49,set(),13335,12,37,0,set(),2.0,1.0,9.0,,0,0,0,0,5.0,1.0,,,6.0,,,5.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772680.0,2020-04-24 23:58:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,18,set(),13335,7,11,0,set(),1.0,,6.0,,0,0,0,0,3.0,,,,4.0,,,3.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772740.0,2020-04-24 23:59:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,85,set(),13335,26,59,0,set(),4.0,,22.0,,0,0,0,0,11.0,,,,15.0,,,11.0,,4.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772800.0,2020-04-25 00:00:00,6,0,"defaultdict(<class 'set'>, {})",set(),0,0,7,0,265,0,0,656,set(),13335,53,603,3,"{'173.245.49.0/24', '8.14.201.0/24', '172.68.28.0/24'}",17.0,7.0,24.0,2.0,0,0,0,0,18.0,5.0,6.0,1.0,19.0,2.0,1.0,12.0,5.0,12.0,1.0,1.0,2.0,3.0,14.0,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1587772860.0,2020-04-25 00:01:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,32,set(),13335,11,21,1,{'103.21.244.0/24'},6.0,,5.0,,0,0,0,0,3.0,,1.0,,7.0,,,4.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772920.0,2020-04-25 00:02:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,28,set(),13335,10,18,1,{'103.21.244.0/24'},4.0,,6.0,,0,0,0,0,3.0,,,,7.0,,,4.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587772980.0,2020-04-25 00:03:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,11,set(),13335,3,8,0,set(),3.0,,,,0,0,0,0,,,1.0,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773040.0,2020-04-25 00:04:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,37,set(),13335,13,24,0,set(),4.0,,8.0,,0,0,0,0,4.0,,1.0,,7.0,,,6.0,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773100.0,2020-04-25 00:05:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,120,set(),13335,18,102,1,{'103.21.244.0/24'},4.0,2.0,12.0,,0,0,0,0,9.0,1.0,4.0,,4.0,1.0,,5.0,1.0,4.0,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773160.0,2020-04-25 00:06:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,24,set(),13335,6,18,0,set(),4.0,,2.0,,0,0,0,0,1.0,,3.0,,2.0,,,1.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773220.0,2020-04-25 00:07:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,39,set(),13335,7,32,1,{'103.21.244.0/24'},7.0,,,,0,0,0,0,,,1.0,,6.0,,,4.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773280.0,2020-04-25 00:08:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,10,set(),13335,2,8,0,set(),1.0,,1.0,,0,0,0,0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773340.0,2020-04-25 00:09:00,0,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,4,set(),13335,0,4,0,set(),,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773400.0,2020-04-25 00:10:00,3,0,"defaultdict(<class 'set'>, {})",set(),0,0,0,0,265,0,0,22,set(),13335,6,16,0,set(),3.0,1.0,2.0,,0,0,0,0,2.0,1.0,2.0,,1.0,1.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587773460.0,2020-04-25 00:11:00,2,0,"defaultdict(<class 'set'>, {})",set(),0,0,1,0,265,0,0,54,set(),13335,21,33,1,{'103.21.244.0/24'},5.0,,16.0,,0,0,0,0,8.0,,1.0,,12.0,,,8.0,,4.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
